name,school,subschool,descriptor,spell_level,Sorcerer,Wizard,Cleric,Druid,Ranger,Bard,Paladin,Alchemist,Summoner,Witch,Inquisitor,Oracle,Antipaladin,Magus,Adept,Bloodrager,Shaman,Psychic,Medium,Mesmerist,Occultist,Spiritualist,Skald,Investigator,Hunter,SLA_Level,domain,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water
Chaos Hammer,Evocation,,chaotic,"cleric/oracle 4, inquisitor 4",NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Chaos (4),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charm Person,Enchantment,charm,mind-affecting,"bard 1, sorcerer/wizard 1, witch 1, shaman 1, occultist 1, psychic 1, mesmerist 1",1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,"Charm (1), Slavery (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Charm Animal,Enchantment,charm,mind-affecting,"druid 1, ranger 1, shaman 1, psychic 1",NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Charm Monster,Enchantment,charm,mind-affecting,"bard 3, sorcerer/wizard 4, witch 4, summoner 3, occultist 4, psychic 4, mesmerist 3, unchained summoner 4",4,4,NULL,NULL,NULL,3,NULL,NULL,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,3,4,NULL,NULL,NULL,NULL,4,Charm (5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Charm Monster, Mass",Enchantment,charm,mind-affecting,"bard 6, sorcerer/wizard 8, witch 8, summoner/unchained summoner 6, occultist 6, psychic 8, mesmerist 6",8,8,NULL,NULL,NULL,6,NULL,NULL,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,6,6,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chill Metal,Transmutation,,cold,"druid 2, occultist 2, psychic 2",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,2,NULL,NULL,NULL,2,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chill Touch,Necromancy,,,"sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, shaman 1, spiritualist 1",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circle Of Death,Necromancy,,death,"sorcerer/wizard 6, inquisitor 6, spiritualist 6",6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,6,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clairaudience/Clairvoyance,Divination,scrying,,"bard 3, sorcerer/wizard 3, witch 3, shaman 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 2",3,3,NULL,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,3,2,3,3,3,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clenched Fist,Evocation,,force,"sorcerer/wizard 8, psychic 8",8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,Strength (8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cloak of Chaos,Abjuration,,chaotic,cleric/oracle 8,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,Chaos (8),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clone,Necromancy,,,"sorcerer/wizard 8, witch 8",8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudkill,Conjuration,creation,,"sorcerer/wizard 5, witch 5, magus 5, spiritualist 5, unchained summoner 5",5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,Venom (6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color Spray,Illusion,pattern,mind-affecting,"sorcerer/wizard 1, magus 1, bloodrager 1, psychic 1, mesmerist 1",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Command,Enchantment,compulsion,"language-dependent, mind-affecting","antipaladin 1, cleric/oracle 1, inquisitor 1, witch 1, occultist 1, psychic 1, mesmerist 1, medium 1",NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,1,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,1,"Devil (1), Toil (1), Tyranny (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Command, Greater",Enchantment,compulsion,"language-dependent, mind-affecting","cleric/oracle 5, inquisitor 5, occultist 5, psychic 5, mesmerist 4, medium 4",NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,5,4,4,5,NULL,NULL,NULL,NULL,5,"Inevitable (5), Nobility (5), Tactics (5), Loyalty (5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Command Plants,Transmutation,,,"druid 4, ranger 3, shaman 4",NULL,NULL,NULL,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,Plant (4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Command Undead,Necromancy,,,sorcerer/wizard 2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Inevitable (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commune,Divination,,,"cleric/oracle 5, inquisitor 5, shaman 5, occultist 5",NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,5,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commune with Nature,Divination,,,"druid 5, ranger 4, shaman 5, psychic 5",NULL,NULL,NULL,5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,4,5,Ruins (5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comprehend Languages,Divination,,,"bard 1, cleric/oracle 1, sorcerer/wizard 1, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1,1,1,NULL,NULL,1,NULL,1,NULL,1,1,1,NULL,NULL,1,NULL,1,1,1,1,1,1,NULL,NULL,NULL,1,"Knowledge (1), Language (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cone of Cold,Evocation,,cold,"sorcerer/wizard 5, witch 6, magus 5, shaman 6, occultist 5",5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,5,NULL,NULL,6,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,Water (6),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confusion,Enchantment,compulsion,mind-affecting,"bard 3, sorcerer/wizard 4, witch 4, bloodrager 4, occultist 4, psychic 4, mesmerist 3, spiritualist 4",4,4,NULL,NULL,NULL,3,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,4,NULL,4,NULL,3,4,4,NULL,NULL,NULL,4,"Lust (4), Madness (4), Trickery (4), Entropy (5), Riot (4), Whimsy (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Confusion, Lesser",Enchantment,compulsion,mind-affecting,"bard 1, psychic 1, mesmerist 1, medium 1",NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,1,"Madness (1), Protean (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Consecrate,Evocation,,good,"cleric/oracle 2, inquisitor 2",NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Contact Other Plane,Divination,,,"sorcerer/wizard 5, witch 5, summoner 4, alchemist 5, occultist 4, psychic 5, spiritualist 5, unchained summoner 5",5,5,NULL,NULL,NULL,NULL,NULL,5,4,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,4,5,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contagion,Necromancy,,evil,"cleric/oracle 3, druid 3, sorcerer/wizard 4, antipaladin 3, bloodrager 4",4,4,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,"Decay (3), Plague (3)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Contingency,Evocation,,,"sorcerer/wizard 6, occultist 6, psychic 6",6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,6,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Continual Flame,Evocation,,light,"cleric/oracle 3, sorcerer/wizard 2, inquisitor 3, occultist 2, psychic 3",2,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,3,NULL,NULL,3,NULL,NULL,2,NULL,NULL,NULL,NULL,2,Day (2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Control Plants,Transmutation,,,druid 8,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,Plant (8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control Undead,Necromancy,,,sorcerer/wizard 7,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control Water,Transmutation,,water,"cleric/oracle 4, druid 4, sorcerer/wizard 6, shaman 4",6,6,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,6,Water (4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control Weather,Transmutation,,,"cleric/oracle 7, druid 7, sorcerer/wizard 7, witch 7, shaman 7",7,7,7,7,NULL,NULL,NULL,NULL,NULL,7,NULL,7,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,"Catastrophe (7), Weather (7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control Winds,Transmutation,,air,"druid 5, shaman 5, occultist 5",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,5,5,"Air (5), Weather (6)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Create Food and Water,Conjuration,creation,,"cleric/oracle 3, shaman 3, occultist 3",NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,3,Family (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Create Undead,Necromancy,,evil,"cleric/oracle 6, sorcerer/wizard 6, shaman 6, spiritualist 6",6,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,6,"Death (6), Evil (6)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Create Greater Undead,Necromancy,,evil,"cleric/oracle 8, sorcerer/wizard 8, shaman 8",8,8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,Death (8),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Create Water,Conjuration,creation,water,"cleric/oracle 0, druid 0, paladin 1, inquisitor 0, shaman 0, occultist 0",NULL,NULL,0,0,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Creeping Doom,Conjuration,summoning,,"druid 7, summoner 5, shaman 7, unchained summoner 6",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,"Scalykind (7), Vermin (7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crushing Despair,Enchantment,compulsion,"mind-affecting, emotion","bard 3, sorcerer/wizard 4, witch 4, bloodrager 4, psychic 4, mesmerist 3, spiritualist 4",4,4,NULL,NULL,NULL,3,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,4,NULL,4,NULL,3,NULL,4,NULL,NULL,NULL,4,Isolation (4),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crushing Hand,Evocation,,force,"sorcerer/wizard 9, psychic 9",9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,Strength (9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cure Light Wounds,Conjuration,healing,,"bard 1, cleric/oracle 1, druid 1, paladin 1, ranger 2, witch 1, inquisitor 1, alchemist 1, shaman 1, occultist 1, spiritualist 1",NULL,NULL,1,1,2,1,1,1,NULL,1,1,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,1,1,Healing (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cure Critical Wounds,Conjuration,healing,,"bard 4, cleric/oracle 4, druid 5, witch 5, inquisitor 4, alchemist 4, shaman 4, occultist 4, spiritualist 4",NULL,NULL,4,5,NULL,4,NULL,4,NULL,5,4,4,NULL,NULL,4,NULL,4,NULL,NULL,NULL,4,4,NULL,NULL,5,4,Healing (4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cure Light Wounds, Mass",Conjuration,healing,,"bard 5, cleric/oracle 5, druid 6, witch 6, inquisitor 5, shaman 5, occultist 5",NULL,NULL,5,6,NULL,5,NULL,NULL,NULL,6,5,5,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,NULL,6,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cure Critical Wounds, Mass",Conjuration,healing,,"cleric/oracle 8, druid 9, witch 9, shaman 8",NULL,NULL,8,9,NULL,NULL,NULL,NULL,NULL,9,NULL,8,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Community (8), Healing (8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cure Moderate Wounds,Conjuration,healing,,"bard 2, cleric/oracle 2, druid 3, paladin 3, ranger 3, witch 2, inquisitor 2, alchemist 2, shaman 2, occultist 2, spiritualist 2",NULL,NULL,2,3,3,2,3,2,NULL,2,2,2,NULL,NULL,2,NULL,2,NULL,NULL,NULL,2,2,NULL,NULL,3,2,Healing (2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cure Moderate Wounds, Mass",Conjuration,healing,,"bard 6, cleric/oracle 6, druid 7, witch 7, inquisitor 6, shaman 6, occultist 6",NULL,NULL,6,7,NULL,6,NULL,NULL,NULL,7,6,6,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cure Serious Wounds,Conjuration,healing,,"bard 3, cleric/oracle 3, druid 4, paladin 4, ranger 4, witch 4, inquisitor 3, alchemist 3, shaman 3, occultist 3, spiritualist 3",NULL,NULL,3,4,4,3,4,3,NULL,4,3,3,NULL,NULL,3,NULL,3,NULL,NULL,NULL,3,3,NULL,NULL,4,3,Healing (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cure Serious Wounds, Mass",Conjuration,healing,,"cleric/oracle 7, druid 8, witch 8, shaman 7",NULL,NULL,7,8,NULL,NULL,NULL,NULL,NULL,8,NULL,7,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curse Water,Necromancy,,evil,"cleric/oracle 1, inquisitor 1, antipaladin 1",NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dancing Lights,Evocation,,light,"bard 0, sorcerer/wizard 0, witch 0, magus 0, shaman 0, occultist 0, psychic 0, mesmerist 0, medium 0",0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Darkness,Evocation,,darkness,"bard 2, cleric/oracle 2, sorcerer/wizard 2, inquisitor 2, antipaladin 2, magus 2, shaman 2, occultist 2",2,2,2,NULL,NULL,2,NULL,NULL,NULL,NULL,2,2,2,2,2,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkvision,Transmutation,,,"ranger 3, sorcerer/wizard 2, alchemist 2, antipaladin 2, occultist 2, psychic 2, medium 2",2,2,NULL,NULL,3,NULL,NULL,2,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,2,2,NULL,2,NULL,NULL,NULL,3,2,Vermin (3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daylight,Evocation,,light,"bard 3, cleric/oracle 3, druid 3, paladin 3, sorcerer/wizard 3, inquisitor 3, magus 3, shaman 3, occultist 3",3,3,3,3,NULL,3,3,NULL,NULL,NULL,3,3,NULL,3,3,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,3,3,"Day (3), Light (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Daze,Enchantment,compulsion,mind-affecting,"bard 0, sorcerer/wizard 0, witch 0, summoner/unchained summoner 0, inquisitor 0, magus 0, shaman 0, occultist 0, psychic 0, mesmerist 0, spiritualist 0, medium 0",0,0,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Daze Monster,Enchantment,compulsion,mind-affecting,"bard 2, sorcerer/wizard 2, summoner/unchained summoner 1, witch 2, bloodrager 2, occultist 2, psychic 2, mesmerist 2, medium 2",2,2,NULL,NULL,NULL,2,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,2,NULL,2,2,2,2,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Death Knell,Necromancy,,"death, evil","antipaladin 1, cleric/oracle 2, inquisitor 2, witch 2, spiritualist 2",NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,2,Death (2),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Ward,Necromancy,,,"cleric/oracle 4, druid 5, paladin 4, witch 4, inquisitor 4, alchemist 4, occultist 4, spiritualist 4, medium 4",NULL,NULL,4,5,NULL,NULL,4,4,NULL,4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,4,4,NULL,NULL,5,4,"Death (4), Repose (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deathwatch,Necromancy,,,"cleric/oracle 1, spiritualist 1, medium 1",NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,1,Repose (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deeper Darkness,Evocation,,darkness,"cleric/oracle 3, shaman 3, occultist 3",NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,3,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,3,Darkness (3),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Slumber,Enchantment,compulsion,mind-affecting,"bard 3, sorcerer/wizard 3, witch 3, shaman 3, occultist 3, psychic 3, mesmerist 3",3,3,NULL,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,3,3,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Delayed Blast Fireball,Evocation,,fire,sorcerer/wizard 7,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,Arson (7),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Delay Poison,Conjuration,healing,,"bard 2, cleric/oracle 2, druid 2, paladin 2, ranger 1, alchemist 2, witch 2, inquisitor 2, shaman 2, occultist 2, mesmerist 2",NULL,NULL,2,2,1,2,2,2,NULL,2,2,2,NULL,NULL,2,NULL,2,NULL,NULL,2,2,NULL,NULL,NULL,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demand,Enchantment,compulsion,mind-affecting,"sorcerer/wizard 8, witch 8, psychic 8, mesmerist 6",8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,6,NULL,NULL,NULL,NULL,NULL,8,"Charm (8), Nobility (8), Torture (8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Desecrate,Evocation,,evil,"cleric/oracle 2, inquisitor 2, antipaladin 2",NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Destruction,Necromancy,,death,"cleric/oracle 7, witch 8, shaman 8",NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,7,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,"Death (7), Repose (7), Entropy (7)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detect Animals or Plants,Divination,,,"druid 1, ranger 1, shaman 1, psychic 1",NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
